,customer_code,week_of_month,transaction_count,frequency_category
4617,customer_code_1374,2,34,frequent
4618,customer_code_1375,2,31,non-frequent
4619,customer_code_1376,2,32,non-frequent
4620,customer_code_1377,2,35,frequent
4621,customer_code_1378,2,29,non-frequent
4622,customer_code_1379,2,32,non-frequent
4623,customer_code_138,2,32,non-frequent
4624,customer_code_1380,2,30,non-frequent
4625,customer_code_1381,2,32,non-frequent
4626,customer_code_1382,2,28,non-frequent
4627,customer_code_1383,2,32,non-frequent
4628,customer_code_1384,2,29,non-frequent
4629,customer_code_1385,2,30,non-frequent
4630,customer_code_1386,2,30,non-frequent
4631,customer_code_1387,2,33,non-frequent
4632,customer_code_1388,2,30,non-frequent
4633,customer_code_1389,2,30,non-frequent
4634,customer_code_139,2,23,non-frequent
4635,customer_code_1390,2,27,non-frequent
4636,customer_code_1391,2,25,non-frequent
4637,customer_code_1392,2,30,non-frequent
4638,customer_code_1393,2,32,non-frequent
4639,customer_code_1394,2,31,non-frequent
4640,customer_code_1395,2,32,non-frequent
4641,customer_code_1396,2,28,non-frequent
4642,customer_code_1397,2,34,frequent
4643,customer_code_1398,2,31,non-frequent
4644,customer_code_1399,2,27,non-frequent
4645,customer_code_14,2,31,non-frequent
4646,customer_code_140,2,27,non-frequent
4647,customer_code_1400,2,29,non-frequent
4648,customer_code_1401,2,32,non-frequent
4649,customer_code_1402,2,31,non-frequent
4650,customer_code_1403,2,30,non-frequent
4651,customer_code_1404,2,34,frequent
4652,customer_code_1405,2,31,non-frequent
4653,customer_code_1406,2,32,non-frequent
4654,customer_code_1407,2,33,non-frequent
4655,customer_code_1408,2,29,non-frequent
4656,customer_code_1409,2,34,frequent
4657,customer_code_141,2,34,frequent
4658,customer_code_1410,2,34,frequent
4659,customer_code_1411,2,30,non-frequent
4660,customer_code_1412,2,31,non-frequent
4661,customer_code_1413,2,33,non-frequent
4662,customer_code_1414,2,32,non-frequent
4663,customer_code_1415,2,33,non-frequent
4664,customer_code_1416,2,27,non-frequent
4665,customer_code_1417,2,27,non-frequent
4666,customer_code_1418,2,25,non-frequent
4667,customer_code_1419,2,27,non-frequent
4668,customer_code_142,2,32,non-frequent
4669,customer_code_1420,2,30,non-frequent
4670,customer_code_1421,2,30,non-frequent
4671,customer_code_1422,2,33,non-frequent
4672,customer_code_1423,2,30,non-frequent
4673,customer_code_1424,2,31,non-frequent
4674,customer_code_1425,2,30,non-frequent
4675,customer_code_1426,2,29,non-frequent
4676,customer_code_1427,2,29,non-frequent
4677,customer_code_1428,2,36,frequent
4678,customer_code_1429,2,32,non-frequent
4679,customer_code_143,2,33,non-frequent
4680,customer_code_1430,2,29,non-frequent
4681,customer_code_1431,2,30,non-frequent
4682,customer_code_1432,2,37,frequent
4683,customer_code_1433,2,37,frequent
4684,customer_code_1434,2,36,frequent
4685,customer_code_1435,2,37,frequent
4686,customer_code_1436,2,43,frequent
4687,customer_code_1437,2,35,frequent
4688,customer_code_1438,2,28,non-frequent
4689,customer_code_1439,2,33,non-frequent
4690,customer_code_144,2,30,non-frequent
4691,customer_code_1440,2,34,frequent
4692,customer_code_1441,2,29,non-frequent
4693,customer_code_1442,2,30,non-frequent
4694,customer_code_1443,2,31,non-frequent
4695,customer_code_1444,2,34,frequent
4696,customer_code_1445,2,34,frequent
4697,customer_code_1446,2,25,non-frequent
4698,customer_code_1447,2,27,non-frequent
4699,customer_code_1448,2,28,non-frequent
4700,customer_code_1449,2,31,non-frequent
4701,customer_code_145,2,33,non-frequent
4702,customer_code_1450,2,37,frequent
4703,customer_code_1451,2,29,non-frequent
4704,customer_code_1452,2,33,non-frequent
4705,customer_code_1453,2,27,non-frequent
4706,customer_code_1454,2,29,non-frequent
4707,customer_code_1455,2,31,non-frequent
4708,customer_code_1456,2,32,non-frequent
4709,customer_code_1457,2,29,non-frequent
4710,customer_code_1458,2,27,non-frequent
4711,customer_code_1459,2,42,frequent
4712,customer_code_146,2,41,frequent
4713,customer_code_1460,2,37,frequent
4714,customer_code_1461,2,38,frequent
4715,customer_code_1462,2,37,frequent
4716,customer_code_1463,2,34,frequent
4717,customer_code_1464,2,32,non-frequent
4718,customer_code_1465,2,30,non-frequent
4719,customer_code_1466,2,24,non-frequent
4720,customer_code_1467,2,29,non-frequent
4721,customer_code_1468,2,32,non-frequent
4722,customer_code_1469,2,32,non-frequent
4723,customer_code_147,2,26,non-frequent
4724,customer_code_1470,2,32,non-frequent
4725,customer_code_1471,2,30,non-frequent
4726,customer_code_1472,2,27,non-frequent
4727,customer_code_1473,2,30,non-frequent
4728,customer_code_1474,2,28,non-frequent
4729,customer_code_1475,2,39,frequent
4730,customer_code_1476,2,31,non-frequent
4731,customer_code_1477,2,29,non-frequent
4732,customer_code_1478,2,31,non-frequent
4733,customer_code_1479,2,30,non-frequent
4734,customer_code_148,2,27,non-frequent
4735,customer_code_1480,2,29,non-frequent
4736,customer_code_1481,2,31,non-frequent
4737,customer_code_1482,2,26,non-frequent
4738,customer_code_1483,2,30,non-frequent
4739,customer_code_1484,2,33,non-frequent
4740,customer_code_1485,2,31,non-frequent
4741,customer_code_1486,2,31,non-frequent
4742,customer_code_1487,2,31,non-frequent
4743,customer_code_1488,2,33,non-frequent
4744,customer_code_1489,2,34,frequent
4745,customer_code_149,2,26,non-frequent
4746,customer_code_1490,2,31,non-frequent
4747,customer_code_1491,2,30,non-frequent
4748,customer_code_1492,2,30,non-frequent
4749,customer_code_1493,2,32,non-frequent
4750,customer_code_1494,2,34,frequent
4751,customer_code_1495,2,27,non-frequent
4752,customer_code_1496,2,28,non-frequent
4753,customer_code_1497,2,29,non-frequent
4754,customer_code_1498,2,32,non-frequent
4755,customer_code_1499,2,26,non-frequent
4756,customer_code_15,2,31,non-frequent
4757,customer_code_150,2,31,non-frequent
4758,customer_code_1500,2,30,non-frequent
4759,customer_code_1501,2,31,non-frequent
4760,customer_code_1502,2,33,non-frequent
4761,customer_code_1503,2,41,frequent
4762,customer_code_1504,2,29,non-frequent
4763,customer_code_1505,2,27,non-frequent
4764,customer_code_1506,2,30,non-frequent
4765,customer_code_1507,2,27,non-frequent
4766,customer_code_1508,2,31,non-frequent
4767,customer_code_1509,2,30,non-frequent
4768,customer_code_151,2,28,non-frequent
4769,customer_code_1510,2,33,non-frequent
4770,customer_code_1511,2,34,frequent
4771,customer_code_1512,2,33,non-frequent
4772,customer_code_1513,2,29,non-frequent
4773,customer_code_1514,2,38,frequent
4774,customer_code_1515,2,35,frequent
4775,customer_code_1516,2,38,frequent
4776,customer_code_1517,2,40,frequent
4777,customer_code_1518,2,36,frequent
4778,customer_code_1519,2,32,non-frequent
4779,customer_code_152,2,28,non-frequent
4780,customer_code_1520,2,26,non-frequent
4781,customer_code_1521,2,32,non-frequent
4782,customer_code_1522,2,33,non-frequent
4783,customer_code_1523,2,38,frequent
4784,customer_code_1524,2,31,non-frequent
4785,customer_code_1525,2,29,non-frequent
4786,customer_code_1526,2,37,frequent
4787,customer_code_1527,2,32,non-frequent
4788,customer_code_1528,2,37,frequent
4789,customer_code_1529,2,29,non-frequent
4790,customer_code_153,2,31,non-frequent
4791,customer_code_1530,2,28,non-frequent
4792,customer_code_1531,2,30,non-frequent
4793,customer_code_1532,2,33,non-frequent
4794,customer_code_1533,2,32,non-frequent
4795,customer_code_1534,2,38,frequent
4796,customer_code_1535,2,33,non-frequent
4797,customer_code_1536,2,30,non-frequent
4798,customer_code_1537,2,29,non-frequent
4799,customer_code_1538,2,30,non-frequent
4800,customer_code_1539,2,25,non-frequent
4801,customer_code_154,2,35,frequent
4802,customer_code_1540,2,25,non-frequent
4803,customer_code_1541,2,32,non-frequent
4804,customer_code_1542,2,38,frequent
4805,customer_code_1543,2,32,non-frequent
4806,customer_code_1544,2,30,non-frequent
4807,customer_code_1545,2,32,non-frequent
4808,customer_code_1546,2,33,non-frequent
4809,customer_code_1547,2,33,non-frequent
4810,customer_code_1548,2,29,non-frequent
4811,customer_code_1549,2,32,non-frequent
4812,customer_code_155,2,32,non-frequent
4813,customer_code_1550,2,35,frequent
4814,customer_code_1551,2,32,non-frequent
4815,customer_code_1552,2,32,non-frequent
4816,customer_code_1553,2,33,non-frequent
4817,customer_code_1554,2,29,non-frequent
4818,customer_code_1555,2,31,non-frequent
4819,customer_code_1556,2,31,non-frequent
4820,customer_code_1557,2,30,non-frequent
4821,customer_code_1558,2,27,non-frequent
4822,customer_code_1559,2,30,non-frequent
4823,customer_code_156,2,41,frequent
4824,customer_code_1560,2,29,non-frequent
4825,customer_code_1561,2,24,non-frequent
4826,customer_code_1562,2,26,non-frequent
4827,customer_code_1563,2,31,non-frequent
4828,customer_code_1564,2,30,non-frequent
4829,customer_code_1565,2,29,non-frequent
4830,customer_code_1566,2,35,frequent
4831,customer_code_1567,2,28,non-frequent
4832,customer_code_1568,2,33,non-frequent
4833,customer_code_1569,2,35,frequent
4834,customer_code_157,2,30,non-frequent
4835,customer_code_1570,2,32,non-frequent
4836,customer_code_1571,2,32,non-frequent
4837,customer_code_1572,2,31,non-frequent
4838,customer_code_1573,2,34,frequent
4839,customer_code_1574,2,34,frequent
4840,customer_code_1575,2,32,non-frequent
4841,customer_code_1576,2,29,non-frequent
4842,customer_code_1577,2,33,non-frequent
4843,customer_code_1578,2,30,non-frequent
4844,customer_code_1579,2,22,non-frequent
4845,customer_code_158,2,33,non-frequent
4846,customer_code_1580,2,23,non-frequent
4847,customer_code_1581,2,28,non-frequent
4848,customer_code_1582,2,36,frequent
4849,customer_code_1583,2,32,non-frequent
4850,customer_code_1584,2,29,non-frequent
4851,customer_code_1585,2,41,frequent
4852,customer_code_1586,2,34,frequent
4853,customer_code_1587,2,38,frequent
4854,customer_code_1588,2,35,frequent
4855,customer_code_1589,2,37,frequent
4856,customer_code_159,2,30,non-frequent
4857,customer_code_1590,2,31,non-frequent
4858,customer_code_1591,2,32,non-frequent
4859,customer_code_1592,2,32,non-frequent
4860,customer_code_1593,2,30,non-frequent
4861,customer_code_1594,2,31,non-frequent
4862,customer_code_1595,2,33,non-frequent
4863,customer_code_1596,2,27,non-frequent
4864,customer_code_1597,2,29,non-frequent
4865,customer_code_1598,2,39,frequent
4866,customer_code_1599,2,36,frequent
4867,customer_code_16,2,31,non-frequent
4868,customer_code_160,2,26,non-frequent
4869,customer_code_1600,2,30,non-frequent
4870,customer_code_1601,2,34,frequent
4871,customer_code_1602,2,28,non-frequent
4872,customer_code_1603,2,34,frequent
4873,customer_code_1604,2,30,non-frequent
4874,customer_code_1605,2,27,non-frequent
4875,customer_code_1606,2,31,non-frequent
4876,customer_code_1607,2,26,non-frequent
4877,customer_code_1608,2,31,non-frequent
4878,customer_code_1609,2,30,non-frequent
4879,customer_code_161,2,37,frequent
4880,customer_code_1610,2,32,non-frequent
4881,customer_code_1611,2,34,frequent
4882,customer_code_1612,2,30,non-frequent
4883,customer_code_1613,2,26,non-frequent
4884,customer_code_1614,2,30,non-frequent
4885,customer_code_1615,2,34,frequent
4886,customer_code_1616,2,34,frequent
4887,customer_code_1617,2,35,frequent
4888,customer_code_1618,2,26,non-frequent
4889,customer_code_1619,2,32,non-frequent
4890,customer_code_162,2,31,non-frequent
4891,customer_code_1620,2,39,frequent
4892,customer_code_1621,2,30,non-frequent
4893,customer_code_1622,2,34,frequent
4894,customer_code_1623,2,30,non-frequent
4895,customer_code_1624,2,32,non-frequent
4896,customer_code_1625,2,35,frequent
4897,customer_code_1626,2,32,non-frequent
4898,customer_code_1627,2,26,non-frequent
4899,customer_code_1628,2,27,non-frequent
4900,customer_code_1629,2,33,non-frequent
4901,customer_code_163,2,31,non-frequent
4902,customer_code_1630,2,29,non-frequent
4903,customer_code_1631,2,33,non-frequent
4904,customer_code_1632,2,26,non-frequent
4905,customer_code_1633,2,31,non-frequent
4906,customer_code_1634,2,31,non-frequent
4907,customer_code_1635,2,30,non-frequent
4908,customer_code_1636,2,35,frequent
4909,customer_code_1637,2,34,frequent
4910,customer_code_1638,2,32,non-frequent
4911,customer_code_1639,2,32,non-frequent
4912,customer_code_164,2,37,frequent
4913,customer_code_1640,2,29,non-frequent
4914,customer_code_1641,2,27,non-frequent
4915,customer_code_1642,2,29,non-frequent
4916,customer_code_1643,2,30,non-frequent
4917,customer_code_1644,2,36,frequent
4918,customer_code_1645,2,31,non-frequent
4919,customer_code_1646,2,33,non-frequent
4920,customer_code_1647,2,28,non-frequent
4921,customer_code_1648,2,30,non-frequent
4922,customer_code_1649,2,31,non-frequent
4923,customer_code_165,2,32,non-frequent
4924,customer_code_1650,2,31,non-frequent
4925,customer_code_1651,2,29,non-frequent
4926,customer_code_1652,2,31,non-frequent
4927,customer_code_1653,2,29,non-frequent
4928,customer_code_1654,2,27,non-frequent
4929,customer_code_1655,2,32,non-frequent
4930,customer_code_1656,2,20,non-frequent
4931,customer_code_1657,2,34,frequent
4932,customer_code_1658,2,29,non-frequent
4933,customer_code_1659,2,41,frequent
4934,customer_code_166,2,30,non-frequent
4935,customer_code_1660,2,29,non-frequent
4936,customer_code_1661,2,37,frequent
4937,customer_code_1662,2,28,non-frequent
4938,customer_code_1663,2,29,non-frequent
4939,customer_code_1664,2,34,frequent
4940,customer_code_1665,2,28,non-frequent
4941,customer_code_1666,2,40,frequent
4942,customer_code_1667,2,29,non-frequent
4943,customer_code_1668,2,29,non-frequent
4944,customer_code_1669,2,30,non-frequent
4945,customer_code_167,2,33,non-frequent
4946,customer_code_1670,2,31,non-frequent
4947,customer_code_1671,2,29,non-frequent
4948,customer_code_1672,2,35,frequent
4949,customer_code_1673,2,34,frequent
4950,customer_code_1674,2,26,non-frequent
4951,customer_code_1675,2,30,non-frequent
4952,customer_code_1676,2,27,non-frequent
4953,customer_code_1677,2,33,non-frequent
4954,customer_code_1678,2,32,non-frequent
4955,customer_code_1679,2,29,non-frequent
4956,customer_code_168,2,32,non-frequent
4957,customer_code_1680,2,28,non-frequent
4958,customer_code_1681,2,28,non-frequent
4959,customer_code_1682,2,30,non-frequent
4960,customer_code_1683,2,30,non-frequent
4961,customer_code_1684,2,40,frequent
4962,customer_code_1685,2,32,non-frequent
4963,customer_code_1686,2,31,non-frequent
4964,customer_code_1687,2,34,frequent
4965,customer_code_1688,2,29,non-frequent
4966,customer_code_1689,2,32,non-frequent
4967,customer_code_169,2,31,non-frequent
4968,customer_code_1690,2,28,non-frequent
4969,customer_code_1691,2,39,frequent
4970,customer_code_1692,2,32,non-frequent
4971,customer_code_1693,2,29,non-frequent
4972,customer_code_1694,2,32,non-frequent
4973,customer_code_1695,2,33,non-frequent
4974,customer_code_1696,2,36,frequent
4975,customer_code_1697,2,38,frequent
4976,customer_code_1698,2,30,non-frequent
4977,customer_code_1699,2,28,non-frequent
4978,customer_code_17,2,31,non-frequent
4979,customer_code_170,2,30,non-frequent
4980,customer_code_1700,2,26,non-frequent
4981,customer_code_1701,2,31,non-frequent
4982,customer_code_1702,2,28,non-frequent
4983,customer_code_1703,2,37,frequent
4984,customer_code_1704,2,29,non-frequent
4985,customer_code_1705,2,30,non-frequent
4986,customer_code_1706,2,30,non-frequent
4987,customer_code_1707,2,29,non-frequent
4988,customer_code_1708,2,32,non-frequent
4989,customer_code_1709,2,34,frequent
4990,customer_code_171,2,31,non-frequent
4991,customer_code_1710,2,33,non-frequent
4992,customer_code_1711,2,35,frequent
4993,customer_code_1712,2,32,non-frequent
4994,customer_code_1713,2,30,non-frequent
4995,customer_code_1714,2,35,frequent
4996,customer_code_1715,2,28,non-frequent
4997,customer_code_1716,2,26,non-frequent
4998,customer_code_1717,2,30,non-frequent
4999,customer_code_1718,2,34,frequent
5000,customer_code_1719,2,26,non-frequent
5001,customer_code_172,2,31,non-frequent
5002,customer_code_1720,2,31,non-frequent
5003,customer_code_1721,2,37,frequent
5004,customer_code_1722,2,31,non-frequent
5005,customer_code_1723,2,29,non-frequent
5006,customer_code_1724,2,28,non-frequent
5007,customer_code_1725,2,30,non-frequent
5008,customer_code_1726,2,27,non-frequent
5009,customer_code_1727,2,36,frequent
5010,customer_code_1728,2,40,frequent
5011,customer_code_1729,2,32,non-frequent
5012,customer_code_173,2,32,non-frequent
5013,customer_code_1730,2,31,non-frequent
5014,customer_code_1731,2,37,frequent
5015,customer_code_1732,2,31,non-frequent
5016,customer_code_1733,2,32,non-frequent
5017,customer_code_1734,2,31,non-frequent
5018,customer_code_1735,2,32,non-frequent
5019,customer_code_1736,2,29,non-frequent
5020,customer_code_1737,2,33,non-frequent
5021,customer_code_1738,2,37,frequent
5022,customer_code_1739,2,28,non-frequent
5023,customer_code_174,2,27,non-frequent
5024,customer_code_1740,2,29,non-frequent
5025,customer_code_1741,2,28,non-frequent
5026,customer_code_1742,2,27,non-frequent
